IMDB ID,Budget,Gross,,,,,,,,,,,,,,
tt1075747,"$47,000,000 ","$10,539,414 ",,,,,,,,,,,,,,
tt1076778,"$40,800 ",,,,,,,,,,,,,,,
tt1077262,"$621,240 ",,,,,,,,,,,,,,,
tt1077368,"$150,000,000 ","$79,727,149 ",,,,,,,,,,,,,,
tt1078188,"$106,368 ",,,,,,,,,,,,,,,
tt1078582,,,,,,,,,,,,,,,,
tt1078588,"$30,000,000 ","$49,200,230 ",,,,,,,,,,,,,,
tt1078891,"$12,306 ",,,,,,,,,,,,,,,
tt1078912,"$150,000,000 ","$177,243,721 ",,,,,,,,,,,,,,
tt1078940,"$60,000,000 ","$109,205,660 ",,,,,,,,,,,,,,
tt1079360,"$1,100,000 ","$17,401 ",,,,,,,,,,,,,,
tt1079964,"$1,200,000 ","$6,051 ",,,,,,,,,,,,,,
tt1079967,"$5,000,000 ",,"Referencedin<ahref=""/title/tt2366502?ref_=tt_trv_cnn"">TheCinemaSnob:GrossOut</a>","($2,012)",,,,,,,,,,,,
tt1079980,"$3,000,000 ",,,,,,,,,,,,,,,
tt1080016,"$90,000,000 ","$196,573,705 ",,,,,,,,,,,,,,
tt1082601,"$23,036,320 ",,,,,,,,,,,,,,,
tt1082853,"$933,224 ",,,,,,,,,,,,,,,
tt1082868,"$12,000,000 ","$31,691,811 ",,,,,,,,,,,,,,
tt1082869,,,,,,,,,,,,,,,,
tt1083452,"$23,000,000 ","$15,785,632 ",,,,,,,,,,,,,,
tt1083853,"$15,205 ",,,,,,,,,,,,,,,
tt1084950,"$12,796,277 ",,,,,,,,,,,,,,,
tt1084972,"$200,000,000 ",,,,,,,,,,,,,,,
tt1085492,"$18,000,000 ",,,,,,,,,,,,,,,
tt1085515,"$24,573 ",,,,,,,,,,,,,,,
tt1086216,"$36,230 ",,,,,,,,,,,,,,,
tt1086772,"$40,000,000 ","$46,294,610 ",,,,,,,,,,,,,,
tt1087447,,,,,,,,,,,,,,,,
tt1087527,"$2,000,000 ","$52,166 ",,,,,,,,,,,,,,
tt1087578,"$163,512 ",,,,,,,,,,,,,,,
tt1087856,,,,,,,,,,,,,,,,
tt1087890,"$70,059 ",,,,,,,,,,,,,,,
tt1090190,"$1,000,000 ",,,,,,,,,,,,,,,
tt1090312,,,,,,,,,,,,,,,,
tt1090645,,,,,,,,,,,,,,,,
tt1090680,,"EU800,000",,,,,,,,,,,,,,
tt1091191,"$40,000,000 ","$125,095,601 ",,,,,,,,,,,,,,
tt1091225,"$5,000,000 ",,,,,,,,,,,,,,,
tt1091229,"$921,738 ",,,,,,,,,,,,,,,
tt1091617,"$3,500,000 ","$7,690,545 ",,,,,,,,,,,,,,
tt1091722,"$16,025,394 ",,,,,,,,,,,,,,,
tt1091751,"$23,000,000 ","$11,508,423 ",,,,,,,,,,,,,,
tt1092001,,,,,,,,,,,,,,,,
tt1092007,,,,,,,,,,,,,,,,
tt1092026,"$40,000,000 ","$37,412,945 ",,,,,,,,,,,,,,
tt1092082,"CAD 20,000,000",,,,,,,,,,,,,,,
tt1092633,"$15,102,127 ",,,,,,,,,,,,,,,
tt1093355,"$1,000,000 ",,,,,,,,,,,,,,,
tt1093357,"$30,000,000 ","$21,426,805 ",,,,,,,,,,,,,,
tt1093836,"$29,692 ",,,,,,,,,,,,,,,
tt1093842,"$600,000 ","$156,629 ",,,,,,,,,,,,,,
tt1093908,"$44,277,350 ",,,,,,,,,,,,,,,
tt1094241,"$497,252 ",,,,,,,,,,,,,,,
tt1094666,"$75,729 ","<optionvalue=""RonGross"">RonGross</option>",,,,,,,,,,,,,,
tt1095001,"$1,500,000 ","$28,564 ",,,,,,,,,,,,,,
tt1095217,"$20,000,000 ","$1,697,956 ",,,,,,,,,,,,,,
tt1095414,"$5,922 ",,,,,,,,,,,,,,,
tt1095442,"$871,275 ",,,,,,,,,,,,,,,
tt1096999,,,,,,,,,,,,,,,,
tt1097013,"$3,000,000 ","$10,017,041 ",,,,,,,,,,,,,,
tt1098327,"$30,000,000 ","$9,353,573 ",,,,,,,,,,,,,,
tt1099212,"$37,000,000 ","$191,465,414 ",,,,,,,,,,,,,,
tt1100051,"$3,600,000 ",,"<pitemprop=""reviewBody"">There'ssomethingaboutadark,violentandoffensiveChristmasmoviethatsendsmethroughtheroof.Iloved'BadSanta'and'DieHard'ismysecondfavoriteChristmasfilm(ifyoucancallitthat,Ican)ofalltime.'TheIceHarvest'lookedveryentertainingfromit'spreviewsandstarredatalentedgroupofactorsincludingJohnCusack(GrossePointBlank),BillyBobThorton(BadSanta),ConnieNielsen(Gladiator),thehilariousRandyQuaid(NationalLampoon'sChristmasVacation)andtheevenmorehilariousOliverPlatt(Showtime's'Huff').'TheIceHarvest'wasevendirectedbythegreatHaroldRamis(Caddyshack,Groundhog'sDay).Yes,'TheIceHarvest'hadallingredientstobeaverydecentblackChristmasmovie.Inthefirstfifteenminutesof'TheIceHarvest'Iwassorelydisappointedinit'squality,butbytwenty-fiveminutesin,Ienjoyedeverydarkminute.ItisbyfarthemosttwistedHolidaymovieI'veseen(darksh*t,realdarksh*t),butIwasenthralledthroughthelotofit.<br/><br/>'TheIceHarvest'isbasedonthenot-so-well-knownnovel.Itfollowsbig-timedead-beatdadmoblawyer,CharlieAglist(JohnCusack).CharliedecideshewantstomakeitbigsowiththehelpofalocalWitchitagoon,VicCavanaugh(BillyBobThorton)heripsoffhisviolentmobbossclient,BillGuerrard(RandyQuaid).ThisallhappensonChristmasEveday,andheandVicleaveWitichathatnight.Alltheyhavetodoisactnormalfor24hours--thatturnstoDISASTER!Thetwosomehowgetpursuedbythemob,dealwithaperkybutwisebad-assbusinessladyRenita(ConnieNielsen),getthecopsinvolvedandsomehowmanagetogetCharlie'sex-wife'snewdrunkendipsh*thusband,Pete(OliverPlatt)involved.It'sgoingtobeonehellofanight!<br/><br/>LikeIsaidbefore,'TheIceHarvest'isveryslowduringthestartbutreallyspeedsuptwenty-thirtyminutesintoit.Thewritingissolidforthemostpart(someofitisunbelievable),butthereasonIlikeditsomuchwasbecauseitwasunpredictable.Inthetheater,Ihonestlyhadnocluewhatwasgoingtohappennext,andthatisdamnhardtofindinafilmnowdays.HaroldRamisdoesanothergreatjobdirectingthis,andthecastisfabulous.CusackandThortonshineintheirroles,Quaidissurprisinglyperfectasacutthroatmobster,ConnieNielsenhandlesherroleokayforthemostpart,buttherealstand-outisOliverPlatt.Plattisabsolutelyhystericaleverysecondheisonthescreenincludingahilariousscenewithhimshowingupdrunkathisuptightparents-in-law'shouseforChristmasEvedinner.'TheIceHarvest'isenjoyablebutitisnothingbrilliant.Ithasit'sflawsanddisplaysthem,but'TheIceHarvest'wasn'tmeanttobegroundbreaking,justentertaining(whichitwildlysucceedsin).<br/><br/>Iwassurprisedtohearthiswasdoingterribleintheboxoffice.Ithinkalotofpeoplewouldgetakickoutofit,atleastthosewhohadthestomachforit.'TheIceHarvest'isveryviolent,darkandsickandsomeofthemoreconservativeandweak-heartedmoviegoerswillfindit'smaterialoffensiveandpurerubbish.Ipersonallyloveditbecauseitwassickandunpredictable.ItwasnoOscarcontender,butitkeptmeontheedgeofmyseat.Ihaven'tbeenontheedgeofmyseatinamovietheaterinalongtime.Thankyouforanotherfunandquirkyblackcomedy,HaroldRamis.Grade:B(screenedatAMCDeerValley30,Phoenix,Arizona,12/02/05)</p>",,,,,,,,,,,,,
tt1100089,"$24,000,000 ","$12,096,300 ",,,,,,,,,,,,,,
tt1100119,"$40,000,000 ","$20,916,309 ",,,,,,,,,,,,,,
tt1100908,,,,,,,,,,,,,,,,
tt1103153,"$75,000,000 ","$47,059,963 ",,,,,,,,,,,,,,
tt1103221,"$500,000 ","$5,951 ",,,,,,,,,,,,,,
tt1103273,"$10,908 ",,,,,,,,,,,,,,,
tt1103275,"$12,000,000 ","$3,148,482 ",,,,,,,,,,,,,,
tt1103982,"$1,700,000 ","$695,417 ",,,,,,,,,,,,,,
tt1104001,"$170,000,000 ","$172,062,763 ",,,,,,,,,,,,,,
tt1104733,"$9,000,000 ","$4,881,867 ",,,,,,,,,,,,,,
tt1104783,,,,,,,,,,,,,,,,
tt1105355,"$2,000,000 ","$14,867 ",,,,,,,,,,,,,,
tt1105512,"$1,500,000 ","$17,580 ",,,,,,,,,,,,,,
tt1105709,"$35,000,000 ",,,,,,,,,,,,,,,
tt1105733,"$479,759 ",,,,,,,,,,,,,,,
tt1105747,"$570,090 ",,,,,,,,,,,,,,,
tt1106860,"$7,000,000 ","$46,451 ",,,,,,,,,,,,,,
tt1106884,"$1,000,000 ",,,,,,,,,,,,,,,
tt1107319,"$4,000,000 ","$53,630 ",,,,,,,,,,,,,,
tt1107850,,,,,,,,,,,,,,,,
tt1109523,,,,,,,,,,,,,,,,
tt1109594,"$1,200,000 ",,,,,,,,,,,,,,,
tt1109624,"$55,000,000 ","$76,223,578 ",,,,,,,,,,,,,,
tt1111295,"$160,000 ",,,,,,,,,,,,,,,
tt1111948,"$12,081,447 ",,,,,,,,,,,,,,,
tt1114277,"$1,000,000 ","$783,416 ",,,,,,,,,,,,,,
tt1114677,"$30,000,000 ","$79,566,871 ",,,,,,,,,,,,,,
tt1114680,"$280,343 ",,,,,,,,,,,,,,,
tt1114740,"$26,000,000 ","$20,819,129 ",,,,,,,,,,,,,,
tt1116184,"$20,000,000 ","$117,224,271 ",,,,,,,,,,,,,,
tt1118045,"$300,000 ","$27,156 ",,,,,,,,,,,,,,
tt1119646,"$35,000,000 ","$277,322,503 ",,,,,,,,,,,,,,
tt1120985,"$3,500,000 ","$9,737,892 ",,,,,,,,,,,,,,
tt1121096,"$95,000,000 ","$17,223,265 ",,,,,,,,,,,,,,
tt1121786,"$225,341 ",,,,,,,,,,,,,,,
tt1121931,"$20,000,000 ","$13,630,226 ",,,,,,,,,,,,,,
tt1122599,,,,,,,,,,,,,,,,
tt1122614,"$21,073 ",,,,,,,,,,,,,,,
tt1122775,"$600,000 ","$71,007 ",,,,,,,,,,,,,,
tt1122836,"$104,526 ",,,,,,,,,,,,,,,
tt1123373,"$13,000,000 ","$459,836 ",,,,,,,,,,,,,,
tt1124035,"$12,500,000 ","$40,962,534 ",,,,,,,,,,,,,,
tt1124037,"$50,000,000 ","$20,758,378 ",,,,,,,,,,,,,,
tt1124039,"$500,154 ",,,,,,,,,,,,,,,
tt1124052,"$12,000,000 ","$119,922 ",,,,,,,,,,,,,,
tt1124217,,,,,,,,,,,,,,,,
tt1124388,"$1,100,000 ","$661,209 ",,,,,,,,,,,,,,
tt1125387,,,,,,,,,,,,,,,,
tt1125413,"$500,000 ",,,,,,,,,,,,,,,
tt1125849,"$6,000,000 ","$26,236,603 ",,,,,,,,,,,,,,
tt1125929,"$25,000,000 ","$134,904 ",,,,,,,,,,,,,,
tt1126516,"$150,000,000 ",,,,,,,,,,,,,,,
tt1126590,"$10,000,000 ","$14,479,776 ",,,,,,,,,,,,,,
tt1126591,"$55,000,000 ","$39,440,655 ",,,,,,,,,,,,,,
tt1126618,"$40,000,000 ","$31,011,732 ",,,,,,,,,,,,,,
tt1127180,"$30,000,000 ","$42,100,625 ",,,,,,,,,,,,,,
tt1127227,"$250,000 ",,,,,,,,,,,,,,,
tt1127877,"$903,148 ",,,,,,,,,,,,,,,
tt1127884,"$7,000,000 ","$65,280,346 ",,,,,,,,,,,,,,
tt1127886,,,,,,,,,,,,,,,,
tt1127896,"$30,000,000 ","$7,443,007 ",,,,,,,,,,,,,,
tt1129396,"$3,600,000 ","$5,553 ",,,,,,,,,,,,,,
tt1129423,"$500,000 ","$33,456,317 ",,,,,,,,,,,,,,
tt1129445,"$40,000,000 ","$14,241,034 ",,,,,,,,,,,,,,
tt1129921,"$650,000 ",,,,,,,,,,,,,,,
tt1130080,"$22,000,000 ","$33,313,582 ",,,,,,,,,,,,,,
tt1130087,"$1,000,000 ",,,,,,,,,,,,,,,
tt1130088,"$2,024,225 ",,,,,,,,,,,,,,,
tt1130091,"$4,098 ",,,,,,,,,,,,,,,
tt1130884,"$80,000,000 ","$128,012,934 ",,,,,,,,,,,,,,
tt1131724,,,,,,,,,,,,,,,,
tt1131729,"$50,000,000 ","$7,994,115 ",,,,,,,,,,,,,,
tt1131734,"$16,000,000 ","$16,204,793 ",,,,,,,,,,,,,,
tt1132193,"$230,600 ",,,,,,,,,,,,,,,
tt1132449,"$26,350,000 ","$20,998 ",,,,,,,,,,,,,,
tt1132606,,,,,,,,,,,,,,,,
tt1132620,"$13,000,000 ","$10,095,170 ",,,,,,,,,,,,,,
tt1132626,"$10,800,000 ","$56,746,769 ",,,,,,,,,,,,,,
tt1133985,"$200,000,000 ","$116,601,172 ",,,,,,,,,,,,,,
tt1133989,"$13,000 ","$110,869 ",,,,,,,,,,,,,,
tt1133991,,,,,,,,,,,,,,,,
tt1133993,"$25,137 ",,,,,,,,,,,,,,,
tt1134629,,,,,,,,,,,,,,,,
tt1134665,"$6,911 ",,,,,,,,,,,,,,,
tt1135084,"$20,000,000 ","$57,744,720 ",,,,,,,,,,,,,,
tt1135487,"$60,000,000 ","$40,572,825 ",,,,,,,,,,,,,,
tt1135500,"$1,500,000 ","$8,500,000 ",,,,,,,,,,,,,,
tt1135503,"$40,000,000 ","$94,125,426 ",,,,,,,,,,,,,,
tt1135525,"$41,588 ",,,,,,,,,,,,,,,
tt1135952,"$302,819 ",,,,,,,,,,,,,,,
tt1135985,"$19,000,000 ","$8,402,485 ",,,,,,,,,,,,,,
tt1135989,"$4,000,000 ","$569,381 ",,,,,,,,,,,,,,
tt1135992,,,,,,,,,,,,,,,,
tt1136608,"$30,000,000 ","$115,646,235 ",,,,,,,,,,,,,,
tt1137437,"$1,991 ",,,,,,,,,,,,,,,
tt1137450,,,,,,,,,,,,,,,,
tt1137470,"$26,000,000 ",,,,,,,,,,,,,,,
tt1138002,"$212,814 ",,,,,,,,,,,,,,,
tt1138442,"$8,700,000 ",,,,,,,,,,,,,,,
tt1139328,"$45,000,000 ","$15,541,549 ",,,,,,,,,,,,,,
tt1139592,,,,,,,,,,,,,,,,
tt1139665,,,,,,,,,,,,,,,,
tt1139668,"$16,000,000 ","$42,670,410 ",,,,,,,,,,,,,,
tt1141702,,,,,,,,,,,,,,,,
tt1142433,"$15,000,000 ","$6,373,693 ",,,,,,,,,,,,,,
tt1142798,"$37,019,849 ",,,,,,,,,,,,,,,
tt1142800,"$90,485,233 ",,,,,,,,,,,,,,,
tt1142977,"$39,000,000 ","$35,291,068 ",,,,,,,,,,,,,,
tt1142988,"$38,000,000 ","$88,915,214 ",,,,,,,,,,,,,,
tt1143105,"$30,606 ",,,,,,,,,,,,,,,
tt1143155,"$60,023 ",,,,,,,,,,,,,,,
tt1143896,"$1,000,000 ","$302,886 ",,,,,,,,,,,,,,
tt1144539,"$103,194 ",,,,,,,,,,,,,,,
tt1144551,"$500,000 ","$11,276 ",,,,,,,,,,,,,,
tt1144884,"$40,000,000 ","$66,477,700 ",,,,,,,,,,,,,,
tt1146325,"$1,000,000 ",,,,,,,,,,,,,,,
tt1147682,"$700,000 ","$17,977 ",,,,,,,,,,,,,,
tt1148165,"$6,500,000 ","$110,029 ",,,,,,,,,,,,,,
tt1148200,"$5,000,000 ","$143,000 ",,,,,,,,,,,,,,
tt1148204,"$41,596,251 ",,,,,,,,,,,,,,,
tt1148205,"$7,000,000 ",,,,,,,,,,,,,,,
tt1149362,,"EU12,000,000",,,,,,,,,,,,,,
tt1149405,"$900,000 ","$519,981 ",,,,,,,,,,,,,,
tt1149583,"$500,000 ","$142,569 ",,,,,,,,,,,,,,
tt1149584,"$130,000 ","$7,265 ",,,,,,,,,,,,,,
tt1150947,"$5,000,000 ","$124,720 ",,,,,,,,,,,,,,
tt1151309,"$307,811 ",,,,,,,,,,,,,,,
tt1151359,"$9,000,000 ","$68,009 ",,,,,,,,,,,,,,
tt1151410,"$3,000,000 ","$5,005 ",,,,,,,,,,,,,,
tt1151922,"$6,000,000 ","$4,542,775 ",,,,,,,,,,,,,,
tt1152397,"$552,933 ",,,,,,,,,,,,,,,
tt1152398,"$17,000,000 ","$27,865,571 ",,,,,,,,,,,,,,
tt1152758,,,,,,,,,,,,,,,,
tt1152822,"$3,000,000 ","$100,675 ",,,,,,,,,,,,,,
tt1152836,"$100,000,000 ","$97,104,620 ",,,,,,,,,,,,,,
tt1152840,"$63,052 ",,,,,,,,,,,,,,,
tt1152850,"$200,000 ","$856,942 ",,,,,,,,,,,,,,
tt1153053,"$400,654 ",,,,,,,,,,,,,,,
tt1153690,"$700,000 ","$76,211 ",,,,,,,,,,,,,,
tt1153706,"$25,000,000 ","$25,615,792 ",,,,,,,,,,,,,,
tt1155060,"$4,808 ",,,,,,,,,,,,,,,
tt1155076,"$40,000,000 ","$176,591,618 ",,,,,,,,,,,,,,
tt1156067,"$4,500,000 ",,,,,,,,,,,,,,,
tt1156148,,,,,,,,,,,,,,,,
tt1156173,,"EU9,000,000",,,,,,,,,,,,,,
tt1156398,"$23,600,000 ","$75,590,286 ",,,,,,,,,,,,,,
tt1157605,"$666,659 ",,,,,,,,,,,,,,,
tt1157668,,,,,,,,,,,,,,,,
tt1157685,,,,,,,,,,,,,,,,
tt1157694,,,,,,,,,,,,,,,,
tt1157705,"$59,192 ",,,,,,,,,,,,,,,
tt1157720,"$89,473 ",,,,,,,,,,,,,,,
tt1159721,"$1,000,000 ",,,,,,,,,,,,,,,
tt1159917,,,,,,,,,,,,,,,,
tt1159961,"$80,172 ",,,,,,,,,,,,,,,
tt1160368,"$22,000,000 ","$12,232,937 ",,,,,,,,,,,,,,
tt1160369,,,,,,,,,,,,,,,,
tt1160996,"$16,000,000 ",,,,,,,,,,,,,,,
tt1161064,"$2,000,000 ","$30,955 ",,,,,,,,,,,,,,
tt1161418,"$113,155 ",,,,,,,,,,,,,,,
tt1164092,"$82,315 ",,,,,,,,,,,,,,,
tt1166100,"$200,000,000 ","$2,411,071 ",,,,,,,,,,,,,,
tt1168662,,,,,,,,,,,,,,,,
tt1169157,"$500,000 ",,,,,,,,,,,,,,,
tt1170358,"$225,000,000 ","$258,366,855 ",,,,,,,,,,,,,,
tt1170404,,,,,,,,,,,,,,,,
tt1172047,"$80,752 ",,,,,,,,,,,,,,,
tt1172066,"$1,600,000 ","$6,103 ",,,,,,,,,,,,,,
tt1172203,,,,,,,,,,,,,,,,
tt1172206,,"GBP500,000",,,,,,,,,,,,,,
tt1172222,,,,,,,,,,,,,,,,
tt1172233,"$15,000,000 ","$13,043,363 ",,,,,,,,,,,,,,
tt1172570,"$104,792 ",,,,,,,,,,,,,,,
tt1172957,"$58,764 ",,,,,,,,,,,,,,,
tt1172963,"$566,052 ",,,,,,,,,,,,,,,
tt1172991,"$15,000,000 ","$4,439,063 ",,,,,,,,,,,,,,
tt1172994,"$900,000 ","$100,659 ",,,,,,,,,,,,,,
tt1173687,,,,,,,,,,,,,,,,
tt1174041,"$196,203 ",,,,,,,,,,,,,,,
tt1174042,"$39,001 ",,,,,,,,,,,,,,,
tt1174730,"$6,000,000 ","$6,670,712 ",,,,,,,,,,,,,,
tt1174732,,"GBP4,500,000",,,,,,,,,,,,,,
tt1175491,"$25,100,000 ","$25,534,493 ",,,,,,,,,,,,,,
tt1175506,"$25,000,000 ","$1,186,957 ",,,,,,,,,,,,,,
tt1175709,"$578,382 ",,,,,,,,,,,,,,,
tt1175713,"$3,658 ",,,,,,,,,,,,,,,
tt1176244,"$1,755,134 ",,,,,,,,,,,,,,,
tt1176251,"$102,079 ",,,,,,,,,,,,,,,
tt1176740,"$17,000,000 ","$9,451,946 ",,,,,,,,,,,,,,
tt1176954,"$10,443 ",,,,,,,,,,,,,,,
tt1177094,,,,,,,,,,,,,,,,
tt1178640,"$666,045 ",,,,,,,,,,,,,,,
tt1178665,"$8,000,000 ","$29,467,855 ",,,,,,,,,,,,,,
tt1179031,"$414,623 ",,,,,,,,,,,,,,,
tt1179034,"$52,000,000 ","$23,979,741 ",,,,,,,,,,,,,,
tt1179055,"$10,000 ",,,,,,,,,,,,,,,
tt1179056,"$35,000,000 ","$63,075,011 ",,,,,,,,,,,,,,
tt1179781,,,,,,,,,,,,,,,,
tt1179891,"$15,000,000 ","$51,545,952 ",,,,,,,,,,,,,,
tt1179904,"$15,000 ","$107,918,810 ",,,,,,,,,,,,,,
tt1179933,"$15,000,000 ","$71,897,215 ",,,,,,,,,,,,,,
tt1179947,"$90,275 ",,,,,,,,,,,,,,,
tt1180311,"$2,820 ",,,,,,,,,,,,,,,
tt1180346,"$145,493 ",,,,,,,,,,,,,,,
tt1180583,"$140,000,000 ",,,,,,,,,,,,,,,
tt1181614,,"GBP5,000,000",,,,,,,,,,,,,,
tt1181795,"$25,000,000 ",,,,,,,,,,,,,,,
tt1182345,"$5,000,000 ","$5,009,677 ",,,,,,,,,,,,,,
tt1182350,"$22,000,000 ","$3,247,816 ",,,,,,,,,,,,,,
tt1182884,,,,,,,,,,,,,,,,
tt1182908,"$487,215 ",,,,,,,,,,,,,,,
tt1182937,"$220,000,000 ","$2,074,346 ",,,,,,,,,,,,,,
tt1182972,"$180,000,000 ","$691,678 ",,,,,,,,,,,,,,
tt1183251,"$25,000,000 ","$32,409 ",,,,,,,,,,,,,,
tt1183252,"$13,925 ",,,,,,,,,,,,,,,
tt1183374,$70 ,,,,,,,,,,,,,,,
tt1183705,,,,,,,,,,,,,,,,
tt1183917,"$250,000,000 ",,,,,,,,,,,,,,,
tt1183919,"$1,412,124 ",,,,,,,,,,,,,,,
tt1183923,"$152,857 ",,,,,,,,,,,,,,,
tt1185242,"$1,500,000 ","$8,983 ",,,,,,,,,,,,,,
tt1185251,"$54,640 ",,,,,,,,,,,,,,,
tt1185266,,,,,,,,,,,,,,,,
tt1185344,"$9,000,000 ","$883,887 ",,,,,,,,,,,,,,
tt1185371,"$6,468 ",,,,,,,,,,,,,,,
tt1185412,"$499,685 ",,,,,,,,,,,,,,,
tt1185416,"$55,000,000 ","$32,669,555 ",,,,,,,,,,,,,,
tt1185418,"$800,521 ",,,,,,,,,,,,,,,
tt1185420,"$5,000,000 ","$1,235,028 ",,,,,,,,,,,,,,
tt1185442,"$11,000,000 ","$754,268 ",,,,,,,,,,,,,,
tt1185616,"$1,500,000 ","$2,283,276 ",,,,,,,,,,,,,,
tt1185833,,,,,,,,,,,,,,,,
tt1185834,"$8,500,000 ","$35,161,554 ",,,,,,,,,,,,,,
tt1185836,"$2,277,396 ",,,,,,,,,,,,,,,
tt1186367,"$40,000,000 ","$38,105,077 ",,,,,,,,,,,,,,
tt1186370,"$249,590 ",,,,,,,,,,,,,,,
tt1186665,"$100,000 ",,,,,,,,,,,,,,,
tt1186795,,,,,,,,,,,,,,,,
tt1187038,,,,,,,,,,,,,,,,
tt1187041,"$25,589 ",,,,,,,,,,,,,,,
tt1187043,"$550,000,000 ","$6,532,908 ",,,,,,,,,,,,,,
tt1188729,"$33,000,000 ","$10,330,853 ",,,,,,,,,,,,,,
tt1188982,"$750,000,000 ","$1,246,151 ",,,,,,,,,,,,,,
tt1188996,"$12,000,000 ","$4,018,695 ",,,,,,,,,,,,,,
tt1189006,,,,,,,,,,,,,,,,
tt1189259,"$7,720 ",,,,,,,,,,,,,,,
tt1189340,"$40,000,000 ","$58,009,200 ",,,,,,,,,,,,,,
tt1190072,,,,,,,,,,,,,,,,
tt1190080,"$200,000,000 ","$166,112,167 ",,,,,,,,,,,,,,
tt1190537,"$1,500,000 ","$62,248 ",,,,,,,,,,,,,,
tt1190617,"$12,000,000 ","$7,001,720 ",,,,,,,,,,,,,,
tt1190858,"$622,164 ",,,,,,,,,,,,,,,
tt1191130,,,,,,,,,,,,,,,,
tt1191138,"$200,000,000 ","$365,401 ",,,,,,,,,,,,,,
tt1192620,"$28,682 ",,,,,,,,,,,,,,,
tt1192628,"$135,000,000 ","$123,477,607 ",,,,,,,,,,,,,,
tt1193138,"$25,000,000 ","$83,823,381 ",,,,,,,,,,,,,,
tt1193630,,,,,,,,,,,,,,,,
tt1193631,"$30,000,000 ","$42,400,223 ",,,,,,,,,,,,,,
tt1194127,"$29,759 ",,,,,,,,,,,,,,,
tt1194173,"$125,000,000 ","$113,203,870 ",,,,,,,,,,,,,,
tt1194263,"$7,500,000 ","$9,176,553 ",,,,,,,,,,,,,,
tt1194608,"$6,437 ",,,,,,,,,,,,,,,
tt1195478,"$30,000,000 ","$28,835,528 ",,,,,,,,,,,,,,
tt1196134,"$64,438 ",,,,,,,,,,,,,,,
tt1196141,"$15,000,000 ","$64,003,625 ",,,,,,,,,,,,,,
tt1196601,"$25,844 ",,,,,,,,,,,,,,,
tt1196672,"$52,799 ",,,,,,,,,,,,,,,
tt1196948,"$7,973 ",,,,,,,,,,,,,,,
tt1196956,"$89,722 ",,,,,,,,,,,,,,,
tt1197624,"$50,000,000 ","$73,343,413 ",,,,,,,,,,,,,,
tt1198156,,,,,,,,,,,,,,,,
tt1198405,"$275,093 ",,,,,,,,,,,,,,,
tt1199552,"$1,500,000 ",,,,,,,,,,,,,,,
tt1200272,"$3,000,000 ","$1,040,000 ",,,,,,,,,,,,,,
tt1201167,"$75,000,000 ","$51,855,045 ",,,,,,,,,,,,,,
tt1201607,"$125,000,000 ","$381,011,219 ",,,,,,,,,,,,,,
tt1202203,"$78,986 ",,,,,,,,,,,,,,,
tt1202540,,,,,,,,,,,,,,,,
tt1202566,"$25,108 ",,,,,,,,,,,,,,,
tt1202576,,,,,,,,,,,,,,,,
tt1202579,"$97,698 ",,,,,,,,,,,,,,,
tt1204298,"$47,122 ",,,,,,,,,,,,,,,
tt1204340,"$22,088 ",,,,,,,,,,,,,,,
tt1204342,"$45,000,000 ","$88,631,237 ",,,,,,,,,,,,,,
tt1204773,"$101,343 ",,,,,,,,,,,,,,,
tt1204975,"$28,000,000 ","$63,914,167 ",,,,,,,,,,,,,,
tt1204977,"$5,000,000 ","$50,856,010 ",,,,,,,,,,,,,,
tt1205489,"$33,000,000 ","$148,095,302 ",,,,,,,,,,,,,,
tt1205537,"$60,000,000 ","$50,577,412 ",,,,,,,,,,,,,,
tt1205541,,,,,,,,,,,,,,,,
tt1206283,,,,,,,,,,,,,,,,
tt1206543,"$22,000,000 ","$11,326,836 ",,,,,,,,,,,,,,
tt1210039,"$82,739 ",,,,,,,,,,,,,,,
tt1210042,"$17,000,000 ","$27,154,426 ",,,,,,,,,,,,,,
tt1210059,,,,,,,,,,,,,,,,
tt1210071,,,,,,,,,,,,,,,,
tt1210166,"$50,000,000 ","$75,605,492 ",,,,,,,,,,,,,,
tt1210819,"$215,000,000 ","$89,302,115 ",,,,,,,,,,,,,,
tt1211837,"$165,000,000 ","$232,641,920 ",,,,,,,,,,,,,,
tt1211890,"$200,000 ","$78,030 ",,,,,,,,,,,,,,
tt1212007,"$32,000 ",,,,,,,,,,,,,,,
tt1212054,,,,,,,,,,,,,,,,
tt1212428,"$30,000,000 ","$8,574,339 ",,,,,,,,,,,,,,
tt1212436,"$35,000,000 ","$37,490,007 ",,,,,,,,,,,,,,
tt1212450,"$26,000,000 ","$37,400,127 ",,,,,,,,,,,,,,
tt1212451,"$1,100,000 ",,,,,,,,,,,,,,,
tt1212454,,,,,,,,,,,,,,,,
tt1212909,"$2,500,000 ","$50,076 ",,,,,,,,,,,,,,
tt1212974,"$17,365 ",,,,,,,,,,,,,,,
tt1213012,"$20,000,000 ","$25,077,977 ",,,,,,,,,,,,,,
tt1213585,"$4,157,104 ",,,,,,,,,,,,,,,
tt1213641,,,,,,,,,,,,,,,,
tt1213644,"$20,000,000 ","$14,190,901 ",,,,,,,,,,,,,,
tt1213648,"$25,000,000 ","$6,911 ",,,,,,,,,,,,,,
tt1213663,"$20,000,000 ","$26,004,851 ",,,,,,,,,,,,,,
