IMDB ID,Budget,Gross,,,,,,,,,,,,,,
tt1742334,"$35,000,000 ","$10,508,518 ",,,,,,,,,,,,,,
tt1742336,"$125,000 ","$1,573,712 ",,,,,,,,,,,,,,
tt1742650,"$24,000,000 ","$9,659,074 ",,,,,,,,,,,,,,
tt1743720,"$1,500,000 ","$638,476 ",,,,,,,,,,,,,,
tt1745710,"$127,743 ",,,,,,,,,,,,,,,
tt1745787,"$150,564 ",,,,,,,,,,,,,,,
tt1745960,,,,,,,,,,,,,,,,
tt1746153,"$58,840 ",,,,,,,,,,,,,,,
tt1746242,"$6,711 ",,,,,,,,,,,,,,,
tt1746264,"$15,461 ",,,,,,,,,,,,,,,
tt1747958,"$25,500,000 ","$41,229 ",,,,,,,,,,,,,,
tt1747967,"$1,678 ",,,,,,,,,,,,,,,
tt1748016,"$1,600,000 ",,,,,,,,,,,,,,,
tt1748043,"$40,634 ",,,,,,,,,,,,,,,
tt1748062,"$157,504 ",,,,,,,,,,,,,,,
tt1748122,"$16,000,000 ","$45,512,466 ",,,,,,,,,,,,,,
tt1748158,"$34,605 ",,,,,,,,,,,,,,,
tt1748199,"$1,600,000 ","$4,080 ",,,,,,,,,,,,,,
tt1748207,"$405,614 ",,,,,,,,,,,,,,,
tt1748224,"$7,466 ",,,,,,,,,,,,,,,
tt1748227,"$10,000,000 ","$6,842,058 ",,,,,,,,,,,,,,
tt1748260,"$25,163 ",,,,,,,,,,,,,,,
tt1753549,"$4,023,123 ",,,,,,,,,,,,,,,
tt1753693,,,,,,,,,,,,,,,,
tt1753846,"$23,019 ",,,,,,,,,,,,,,,
tt1754633,"$2,000,000 ","$2,436 ",,,,,,,,,,,,,,
tt1754656,"$81,200,000 ","$1,339,152 ",,,,,,,,,,,,,,
tt1754811,"$156,414 ",,,,,,,,,,,,,,,
tt1754853,"$19,537 ",,,,,,,,,,,,,,,
tt1756474,"$4,869 ",,,,,,,,,,,,,,,
tt1756750,"$335,034 ",,,,,,,,,,,,,,,
tt1756791,,,,,,,,,,,,,,,,
tt1757678,,,,,,,,,,,,,,,,
tt1757742,$256 ,,,,,,,,,,,,,,,
tt1758575,"$1,200,000 ","$594,904 ",,,,,,,,,,,,,,
tt1758576,,,,,,,,,,,,,,,,
tt1758595,"$15,000,000 ","$331,634 ",,,,,,,,,,,,,,
tt1758610,"$2,000,000 ","$1,005,800 ",,,,,,,,,,,,,,
tt1758692,"$250,000 ","$3,413,908 ",,,,,,,,,,,,,,
tt1758795,"$1,500,000 ","$3,447,339 ",,,,,,,,,,,,,,
tt1758810,,,,,,,,,,,,,,,,
tt1758830,"$35,000,000 ","$67,544,505 ",,,,,,,,,,,,,,
tt1761005,"$1,500,000 ","$1,557,494 ",,,,,,,,,,,,,,
tt1762300,,,,,,,,,,,,,,,,
tt1762308,,,,,,,,,,,,,,,,
tt1762399,"$80,000,000 ","$36,076,121 ",,,,,,,,,,,,,,
tt1763245,"$23,584 ",,,,,,,,,,,,,,,
tt1763303,"$2,000,000 ","$17,061 ",,,,,,,,,,,,,,
tt1764183,"$12,000,000 ","$7,918,283 ",,,,,,,,,,,,,,
tt1764234,"$15,000,000 ","$15,026,056 ",,,,,,,,,,,,,,
tt1764636,"$500,000 ",,,,,,,,,,,,,,,
tt1764651,"$100,000,000 ","$85,017,401 ",,,,,,,,,,,,,,
tt1767354,"$27,000,000 ",,,,,,,,,,,,,,,
tt1767372,"$88,460 ",,,,,,,,,,,,,,,
tt1767382,"$2,000,000 ","$12,555,230 ",,,,,,,,,,,,,,
tt1769363,"$5,360 ",,,,,,,,,,,,,,,
tt1770734,"$99,134 ",,,,,,,,,,,,,,,
tt1772230,"$18,000,000 ","$127,437 ",,,,,,,,,,,,,,
tt1772261,"$2,000,000 ",,,,,,,,,,,,,,,
tt1772264,,,,,,,,,,,,,,,,
tt1772271,,,,,,,,,,,,,,,,
tt1772288,"$10,000,000 ","$5,348,317 ",,,,,,,,,,,,,,
tt1772332,,,,,,,,,,,,,,,,
tt1772341,"$165,000,000 ","$189,422,889 ",,,,,,,,,,,,,,
tt1772371,"$1,933 ",,,,,,,,,,,,,,,
tt1772424,"$6,700,000 ","$531,813 ",,,,,,,,,,,,,,
tt1772925,"$2,550,508 ",,,,,,,,,,,,,,,
tt1773058,,,,,,,,,,,,,,,,
tt1773109,"$4,340,000 ","$961,257 ",,,,,,,,,,,,,,
tt1773628,,,,,,,,,,,,,,,,
tt1774591,,,,,,,,,,,,,,,,
tt1776086,"$102,378 ",,,,,,,,,,,,,,,
tt1776196,"$177,802 ",,,,,,,,,,,,,,,
tt1776307,,,,,,,,,,,,,,,,
tt1777595,"$10,000,000 ","$1,063,723 ",,,,,,,,,,,,,,
tt1777610,"$5,685,794 ",,,,,,,,,,,,,,,
tt1778304,"$5,000,000 ","$104,007,828 ",,,,,,,,,,,,,,
tt1778338,,,,,,,,,,,,,,,,
tt1778924,"$3,100,000 ","$1,326,059 ",,,,,,,,,,,,,,
tt1778931,,,,,,,,,,,,,,,,
tt1780798,"$1,500,000 ","$55,007 ",,,,,,,,,,,,,,
tt1781058,"$652,997 ",,,,,,,,,,,,,,,
tt1781069,"$200,000 ",,,,,,,,,,,,,,,
tt1781769,"$12,816,367 ",,,,,,,,,,,,,,,
tt1781775,"$7,300,000 ",,,,,,,,,,,,,,,
tt1781840,"$14,376 ",,,,,,,,,,,,,,,
tt1781922,"$16,200,000 ","$27,285,953 ",,,,,,,,,,,,,,
tt1783285,,,,,,,,,,,,,,,,
tt1783331,,,,,,,,,,,,,,,,
tt1783377,"$320,000,000 ",,,,,,,,,,,,,,,
tt1783411,,,,,,,,,,,,,,,,
tt1783732,"$141,307 ",,,,,,,,,,,,,,,
tt1784589,,,,,,,,,,,,,,,,
tt1785612,"$121,418 ",,,,,,,,,,,,,,,
tt1785635,,,,,,,,,,,,,,,,
tt1785669,"$15,600,000 ",,,,,,,,,,,,,,,
tt1787067,"$28,948 ",,,,,,,,,,,,,,,
tt1787127,"$119,683 ",,,,,,,,,,,,,,,
tt1787660,"$302,652 ","Writtenby<ahref=""/name/nm0352381/"">HalHackady</a>&amp;<ahref=""/name/nm0343675/"">LarryGrossman</a><br/><ahref=""soundtrack?ref_=tt_trv_snd""",,,,,,,,,,,,,,
tt1787693,,,,,,,,,,,,,,,,
tt1787725,"$61,794 ",,,,,,,,,,,,,,,
tt1787759,"$25,000,000 ","$53,345,287 ",,,,,,,,,,,,,,
tt1787777,"$1,067,028 ",,,,,,,,,,,,,,,
tt1787791,"$14,861 ",,,,,,,,,,,,,,,
tt1787797,"$47,718 ",,,,,,,,,,,,,,,
tt1787816,"$119,697 ",,,,,,,,,,,,,,,
tt1787988,"$7,395,080 ","$2,706,375 ",,,,,,,,,,,,,,
tt1788391,,"GBP500,000",,,,,,,,,,,,,,
tt1788461,"$44,683 ",,,,,,,,,,,,,,,
tt1790669,,,,,,,,,,,,,,,,
tt1790825,,,,,,,,,,,,,,,,
tt1790834,"$21,303 ",,,,,,,,,,,,,,,
tt1790864,"$34,000,000 ","$102,427,862 ",,,,,,,,,,,,,,
tt1790867,"$53,214 ",,,,,,,,,,,,,,,
tt1790885,"$40,000,000 ","$95,720,716 ",,,,,,,,,,,,,,
tt1790886,"$95,000,000 ","$86,907,746 ",,,,,,,,,,,,,,
tt1791500,"$91,260 ",,,,,,,,,,,,,,,
tt1791528,"$20,000,000 ","$8,110,975 ",,,,,,,,,,,,,,
tt1791614,"$22,930 ",,,,,,,,,,,,,,,
tt1791681,"$3,250,000 ","$3,250,000 ",,,,,,,,,,,,,,
tt1791682,"$10,000,000 ","$7,574,066 ",,,,,,,,,,,,,,
tt1792543,"$6,000,000 ",,,,,,,,,,,,,,,
tt1792647,"$12,495,865 ",,,,,,,,,,,,,,,
tt1794816,"$15,000 ",,,,,,,,,,,,,,,
tt1794943,"$7,000,000 ","$6,800 ",,,,,,,,,,,,,,
tt1796503,"$30,402 ",,,,,,,,,,,,,,,
tt1797486,,,,,,,,,,,,,,,,
tt1797487,"$5,000,000 ","$36,746 ",,,,,,,,,,,,,,
tt1798143,"$3,474 ",,,,,,,,,,,,,,,
tt1798243,"$5,000,000 ","$37,440 ",,,,,,,,,,,,,,
tt1798603,"$26,000,000 ","$17,664,973 ",,,,,,,,,,,,,,
tt1798684,"$30,000,000 ","$52,421,953 ",,,,,,,,,,,,,,
tt1798709,"$23,000,000 ","$25,568,251 ",,,,,,,,,,,,,,
tt1799508,"$650,000 ",,,,,,,,,,,,,,,
tt1799585,,,,,,,,,,,,,,,,
tt1800241,"$40,000,000 ","$150,117,807 ",,,,,,,,,,,,,,
tt1800246,"$8,000,000 ","$26,049,082 ",,,,,,,,,,,,,,
tt1800669,,,,,,,,,,,,,,,,
tt1800741,"$33,000,000 ","$35,074,677 ",,,,,,,,,,,,,,
tt1801045,,,,,,,,,,,,,,,,
tt1802197,"$355,391 ",,,,,,,,,,,,,,,
tt1802529,,,,,,,,,,,,,,,,
tt1805297,,"EU7,000,000",,,,,,,,,,,,,,
tt1806777,"$53,109 ",,,,,,,,,,,,,,,
tt1806910,,,,,,,,,,,,,,,,
tt1806911,"$21,154 ",,,,,,,,,,,,,,,
tt1807944,"$5,000,000 ","$15,009 ",,,,,,,,,,,,,,
tt1808480,,,,,,,,,,,,,,,,
tt1809370,"$20,386 ",,,,,,,,,,,,,,,
tt1809398,"$65,000,000 ","$115,637,895 ",,,,,,,,,,,,,,
tt1810683,"$20,000,000 ","$6,420,319 ",,,,,,,,,,,,,,
tt1810697,$181 ,,,,,,,,,,,,,,,
tt1810710,,,,,,,,,,,,,,,,
tt1811307,,,,,,,,,,,,,,,,
tt1813327,"$315,307 ",,,,,,,,,,,,,,,
tt1814621,"$13,000,000 ","$18,004,225 ",,,,,,,,,,,,,,
tt1814797,,,,,,,,,,,,,,,,
tt1814836,"$410,077 ",,,,,,,,,,,,,,,
tt1815717,"$2,000,000 ","$3,975 ",,,,,,,,,,,,,,
tt1815852,"$3,376,905 ",,,,,,,,,,,,,,,
tt1815998,"$3,900 ",,,,,,,,,,,,,,,
tt1817081,,,,,,,,,,,,,,,,
tt1817273,"$15,000,000 ","$21,383,298 ",,,,,,,,,,,,,,
tt1817276,"$5,000,000 ","$10,730 ",,,,,,,,,,,,,,
tt1817287,"$132,409 ",,,,,,,,,,,,,,,
tt1817676,"$5,000,000 ","$2,594,878 ",,,,,,,,,,,,,,
tt1817771,,,,,,,,,,,,,,,,
tt1819513,"$6,595 ",,,,,,,,,,,,,,,
tt1820488,"$3,500,000 ","$70,544 ",,,,,,,,,,,,,,
tt1820592,"$1,674 ",,,,,,,,,,,,,,,
tt1821317,"$200,000,000 ",,,,,,,,,,,,,,,
tt1821480,"$1,035,953 ",,,,,,,,,,,,,,,
tt1821549,"$12,000,000 ","$17,654,912 ",,,,,,,,,,,,,,
tt1821607,"$110,000,000 ",,,,,,,,,,,,,,,
tt1821641,"$34,148,170 ","$137,815 ",,,,,,,,,,,,,,
tt1821658,"$42,000,000 ","$64,251,541 ",,,,,,,,,,,,,,
tt1821694,"$84,000,000 ","$53,262,560 ",,,,,,,,,,,,,,
tt1822157,,,,,,,,,,,,,,,,
tt1822311,"$175,000 ",,,,,,,,,,,,,,,
tt1823125,,,,,,,,,,,,,,,,
tt1823672,"$49,000,000 ","$31,569,268 ",,,,,,,,,,,,,,
tt1824254,"$158,932 ",,,,,,,,,,,,,,,
tt1825157,"$200,268 ",,,,,,,,,,,,,,,
tt1825683,,,,,,,,,,,,,,,,
tt1825784,"$1,000,000 ",,,,,,,,,,,,,,,
tt1825806,"$112,000 ",,,,,,,,,,,,,,,
tt1825867,,"GBP20,000",,,,,,,,,,,,,,
tt1826590,"$12,500,000 ","$48,637,684 ",,,,,,,,,,,,,,
tt1826753,,"EU2,700,000",,,,,,,,,,,,,,
tt1826813,,,,,,,,,,,,,,,,
tt1827578,"$8,326 ",,,,,,,,,,,,,,,
tt1827579,,,,,,,,,,,,,,,,
tt1828124,,,,,,,,,,,,,,,,
tt1828320,,,,,,,,,,,,,,,,
tt1828959,"$15,000,000 ","$122,293 ",,,,,,,,,,,,,,
tt1828970,,,,,,,,,,,,,,,,
tt1830713,,,,,,,,,,,,,,,,
tt1830786,"$261,156 ",,,,,,,,,,,,,,,
tt1831609,"$500,000 ","$64,302 ",,,,,,,,,,,,,,
tt1831623,"$819,000 ",,,,,,,,,,,,,,,
tt1832370,"$256,099 ",,,,,,,,,,,,,,,
tt1832381,,,,,,,,,,,,,,,,
tt1832382,"$500,000 ","$7,098,492 ",,,,,,,,,,,,,,
tt1833673,"$8,031,955 ",,,,,,,,,,,,,,,
tt1833844,,,,,,,,,,,,,,,,
tt1833888,,,,,,,,,,,,,,,,
tt1834234,"$5,757 ",,,,,,,,,,,,,,,
tt1836212,"$20,000 ",,,,,,,,,,,,,,,
tt1836808,"$258,656 ",,,,,,,,,,,,,,,
tt1836944,"$4,000,000 ",,,,,,,,,,,,,,,
tt1836987,"$234,432 ",,,,,,,,,,,,,,,
tt1837562,"$197,973 ",,,,,,,,,,,,,,,
tt1837574,,,,,,,,,,,,,,,,
tt1837613,"$6,786 ",,,,,,,,,,,,,,,
tt1837703,"$28,000,000 ","$3,254,172 ",,,,,,,,,,,,,,
tt1837709,"$60,000,000 ","$22,451 ",,,,,,,,,,,,,,
tt1838520,"$1,300,000 ",,,,,,,,,,,,,,,
tt1838544,"$11,653,123 ",,,,,,,,,,,,,,,
tt1838603,"$8,200,000 ",,,,,,,,,,,,,,,
tt1839492,"$8,000,000 ","$2,540,106 ",,,,,,,,,,,,,,
tt1839596,"$10,920,000 ","$985,912 ",,,,,,,,,,,,,,
tt1839642,"$4,000,000 ","$309,427 ",,,,,,,,,,,,,,
tt1839647,"$1,350,640 ",,,,,,,,,,,,,,,
tt1839654,"$100,910 ",,,,,,,,,,,,,,,
tt1840309,"$85,000,000 ","$150,947,895 ",,,,,,,,,,,,,,
tt1840417,"$6,000,000 ","$11,494,838 ",,,,,,,,,,,,,,
tt1841542,"$6,149 ",,,,,,,,,,,,,,,
tt1841942,,,,,,,,,,,,,,,,
tt1843287,"$221,390 ",,,,,,,,,,,,,,,
tt1843866,"$170,000,000 ","$259,766,572 ",,,,,,,,,,,,,,
tt1844203,"$4,000,000 ","$4,063 ",,,,,,,,,,,,,,
tt1844735,"$2,299 ",,,,,,,,,,,,,,,
tt1845773,"$485,519 ",,,,,,,,,,,,,,,
tt1845804,"$15,724 ",,,,,,,,,,,,,,,
tt1845849,"$2,000,000 ","$6,240 ",,,,,,,,,,,,,,
tt1846487,"$55,261 ",,,,,,,,,,,,,,,
tt1846700,,,,,,,,,,,,,,,,
tt1847713,"$15,000,000 ","$5,290 ",,,,,,,,,,,,,,
tt1848767,$390 ,,,,,,,,,,,,,,,
tt1848771,"$342,801 ",,,,,,,,,,,,,,,
tt1848826,"$30,150 ",,,,,,,,,,,,,,,
tt1849718,"$600,000,000 ","$1,981,605 ",,,,,,,,,,,,,,
tt1850397,"$14,000,000 ","$5,981,749 ",,,,,,,,,,,,,,
tt1850457,"$30,000,000 ","$87,044,645 ",,,,,,,,,,,,,,
tt1852770,,"EU5,600,000",,,,,,,,,,,,,,
tt1853555,,,,,,,,,,,,,,,,
tt1853614,,,,,,,,,,,,,,,,
tt1853643,"$1,641 ",,,,,,,,,,,,,,,
tt1853728,"$100,000,000 ","$162,805,434 ",,,,,,,,,,,,,,
tt1853739,"$1,000,000 ","$18,474,268 ",,,,,,,,,,,,,,
tt1854236,,"EU5,500,000",,,,,,,,,,,,,,
tt1854564,"$90,000,000 ","$68,559,554 ",,,,,,,,,,,,,,
tt1855236,,,,,,,,,,,,,,,,
tt1855325,"$65,000,000 ","$42,345,531 ",,,,,,,,,,,,,,
tt1855401,"$3,000,000 ","$200,803 ",,,,,,,,,,,,,,
tt1856038,,,,,,,,,,,,,,,,
tt1856057,"$30,987 ",,,,,,,,,,,,,,,
tt1856101,,,,,,,,,,,,,,,,
tt1856109,"$38,151 ",,,,,,,,,,,,,,,
tt1857670,,,,,,,,,,,,,,,,
tt1857913,"$200,000,000 ","$18,445 ",,,,,,,,,,,,,,
tt1858396,"$40,000,000 ",,,,,,,,,,,,,,,
tt1858481,"$2,500,000 ","$9,326 ",,,,,,,,,,,,,,
tt1859446,"$5,981 ",,,,,,,,,,,,,,,
tt1859521,,,,,,,,,,,,,,,,
tt1859650,,"EU17,000,000",,,,,,,,,,,,,,
tt1860152,"$15,002 ",,,,,,,,,,,,,,,
tt1860213,"$27,500,000 ","$35,537,564 ",,,,,,,,,,,,,,
tt1860215,"$650,000 ",,,,,,,,,,,,,,,
tt1860355,"$562,218 ",,,,,,,,,,,,,,,
tt1860357,"$110,000,000 ","$61,284,947 ",,,,,,,,,,,,,,
tt1861281,"$11,141 ",,,,,,,,,,,,,,,
tt1862079,"$750,000 ","$4,010,957 ",,,,,,,,,,,,,,
tt1864267,"$750,000 ",,,,,,,,,,,,,,,
tt1864288,"$267,473 ",,,,,,,,,,,,,,,
tt1864405,"$44,500 ",,,,,,,,,,,,,,,
tt1865346,"$500,000 ","$1,332 ",,,,,,,,,,,,,,
tt1865393,,,,,,,,,,,,,,,,
tt1865505,,"EU5,300,000",,,,,,,,,,,,,,
tt1865573,,,,,,,,,,,,,,,,
tt1866249,"$1,000,000 ","$6,002,451 ",,,,,,,,,,,,,,
tt1867066,,,,,,,,,,,,,,,,
tt1867091,"$2,000 ",,,,,,,,,,,,,,,
tt1867093,"$12,000,000 ","$1,744 ",,,,,,,,,,,,,,
tt1869226,"$105,000,000 ",,,,,,,,,,,,,,,
tt1869296,"$100,000,000 ",,,,,,,,,,,,,,,
tt1869425,"$427,000 ","$2,833,383 ",,,,,,,,,,,,,,
tt1869640,,,,,,,,,,,,,,,,
tt1870419,,,,,,,,,,,,,,,,
tt1871257,"$750,000 ","$3,750,000 ",,,,,,,,,,,,,,
tt1872083,"$206,000 ",,,,,,,,,,,,,,,
tt1872181,"$200,000,000 ","$202,853,933 ",,,,,,,,,,,,,,
tt1872194,"$50,000,000 ","$47,119,388 ",,,,,,,,,,,,,,
tt1872818,"$317,190 ",,,,,,,,,,,,,,,
tt1872819,"$325,000 ",,,,,,,,,,,,,,,
tt1874513,"$1,300,000 ","$47,991 ",,,,,,,,,,,,,,
tt1874633,"$2,500,000 ","$31,478 ",,,,,,,,,,,,,,
tt1874789,,,,,,,,,,,,,,,,
tt1876330,"$1,500,000 ","$5,985 ",,,,,,,,,,,,,,
tt1876451,"$17,000,000 ","$24,397,469 ",,,,,,,,,,,,,,
tt1877688,,,,,,,,,,,,,,,,
tt1877832,"$200,000,000 ","$233,921,534 ",,,,,,,,,,,,,,
tt1877893,,,,,,,,,,,,,,,,
tt1878841,"$4,000,000 ","$10,732,841 ",,,,,,,,,,,,,,
tt1878870,"$9,000,000 ","$14,260,193 ",,,,,,,,,,,,,,
tt1878942,,,,,,,,,,,,,,,,
tt1879032,"$2,000,000 ",,,,,,,,,,,,,,,
tt1881002,"$8,500,000 ","$187,112 ",,,,,,,,,,,,,,
tt1883180,"$222,284 ",,,,,,,,,,,,,,,
tt1883367,,,,,,,,,,,,,,,,
tt1884268,,,,,,,,,,,,,,,,
tt1884457,"$1,469 ",,,,,,,,,,,,,,,
tt1885265,"$35,025,791 ",,,,,,,,,,,,,,,
tt1885299,"$32,853 ",,,,,,,,,,,,,,,
tt1885300,"$1,500,000 ","$1,842 ",,,,,,,,,,,,,,
tt1885335,"$44,689 ",,,,,,,,,,,,,,,
tt1885448,,,,,,,,,,,,,,,,
tt1886502,"$7,665 ",,,,,,,,,,,,,,,
tt1887763,,,,,,,,,,,,,,,,
tt1889440,,,,,,,,,,,,,,,,
tt1890493,"$350,000,000 ",,,,,,,,,,,,,,,
tt1891757,"$153,369 ",,,,,,,,,,,,,,,
tt1891884,"$850,000,000 ",,,,,,,,,,,,,,,
tt1893326,"$496,868 ",,,,,,,,,,,,,,,
tt1894476,"$60,213 ",,,,,,,,,,,,,,,
tt1894561,"$119,782 ",,,,,,,,,,,,,,,
tt1895315,,"EU12,000,000",,,,,,,,,,,,,,
tt1895587,"$20,000,000 ","$45,055,776 ",,,,,,,,,,,,,,
tt1899353,"$1,100,000 ","$4,105,123 ",,,,,,,,,,,,,,
tt1900908,,,,,,,,,,,,,,,,
tt1901040,"$45,209 ",,,,,,,,,,,,,,,
tt1904833,,,,,,,,,,,,,,,,
tt1904875,"$50,000,000 ",,,,,,,,,,,,,,,
tt1904996,"$35,000,000 ","$17,609,982 ",,,,,,,,,,,,,,
tt1905040,,,,,,,,,,,,,,,,
tt1905041,"$160,000,000 ","$238,679,850 ",,,,,,,,,,,,,,
tt1906351,,,,,,,,,,,,,,,,
tt1906384,"$850,000 ",,,,,,,,,,,,,,,
tt1906426,"$15,151 ",,,,,,,,,,,,,,,
tt1906443,"$34,188 ",,,,,,,,,,,,,,,
tt1907639,"$1,000,000 ","$96,734 ",,,,,,,,,,,,,,
tt1907668,"$31,000,000 ","$93,772,375 ",,,,,,,,,,,,,,
tt1907707,"$3,000,000 ","$138,634 ",,,,,,,,,,,,,,
tt1909270,,,,,,,,,,,,,,,,
tt1911606,,,,,,,,,,,,,,,,
tt1911644,"$13,000,000 ","$51,872,378 ",,,,,,,,,,,,,,
tt1911658,"$132,000,000 ","$83,348,920 ",,,,,,,,,,,,,,
tt1911662,"$10,000,000 ",,,,,,,,,,,,,,,
tt1912398,"$122,029 ",,,,,,,,,,,,,,,
tt1913166,"$10,000,000 ",,,,,,,,,,,,,,,
tt1915581,"$7,000,000 ","$113,721,571 ",,,,,,,,,,,,,,
tt1916749,,,,,,,,,,,,,,,,
tt1918727,"$200,000 ","$15,368 ",,,,,,,,,,,,,,
tt1918886,"$127,954 ",,,,,,,,,,,,,,,
tt1918908,,,,,,,,,,,,,,,,
tt1918927,,,,,,,,,,,,,,,,
tt1918965,,,,,,,,,,,,,,,,
tt1919090,"$2,000,000 ",,,,,,,,,,,,,,,
tt1920849,"$3,000,000 ","$447,954 ",,,,,,,,,,,,,,
tt1920885,"$30,000,000 ",,,,,,,,,,,,,,,
tt1921064,"$80,000,000 ","$23,219,748 ",,,,,,,,,,,,,,
tt1921070,,"GBP2,300,000",,,,,,,,,,,,,,
tt1922561,"$11,819 ",,,,,,,,,,,,,,,
tt1922612,"$9,000,000 ","$11,860,839 ",,,,,,,,,,,,,,
tt1922645,"$38,399 ",,,,,,,,,,,,,,,
tt1922685,"$18,000,000 ","$489,984 ",,,,,,,,,,,,,,
tt1922748,,,,,,,,,,,,,,,,
tt1922751,"$17,580 ",,,,,,,,,,,,,,,
tt1922777,"$3,000,000 ","$48,086,903 ",,,,,,,,,,,,,,
tt1924394,"$304,357 ",,,,,,,,,,,,,,,
tt1924396,,"EU13,500,000",,,,,,,,,,,,,,
tt1924429,"$20,000,000 ","$2,319,187 ",,,,,,,,,,,,,,
tt1924435,"$17,000,000 ","$82,390,774 ",,,,,,,,,,,,,,
tt1925421,"$23,278 ",,,,,,,,,,,,,,,
tt1925435,,,,,,,,,,,,,,,,
tt1925466,,,,,,,,,,,,,,,,
tt1925479,"$12,000,000 ",$0 ,,,,,,,,,,,,,,
tt1925518,"$2,317 ",,,,,,,,,,,,,,,
tt1927165,"$30,000,000 ",,,,,,,,,,,,,,,
tt1928334,"$1,000,000 ",,,,,,,,,,,,,,,
tt1928338,,,,,,,,,,,,,,,,
tt1929235,,,,,,,,,,,,,,,,
tt1929263,"$12,000,000 ","$91,443,253 ",,,,,,,,,,,,,,
tt1929276,,,,,,,,,,,,,,,,
tt1929346,"$5,651 ",,,,,,,,,,,,,,,
tt1929433,,,,,,,,,,,,,,,,
tt1930294,,,,,,,,,,,,,,,,
tt1930463,,,,,,,,,,,,,,,,
tt1930546,,,,,,,,,,,,,,,,
tt1931388,"$114,271 ",,,,,,,,,,,,,,,
tt1931435,"$35,000,000 ","$21,784,432 ",,,,,,,,,,,,,,
tt1931466,"$7,000,000 ",,,,,,,,,,,,,,,
tt1931533,"$15,000,000 ","$15,024,049 ",,,,,,,,,,,,,,
tt1931549,"$183,342 ",,,,,,,,,,,,,,,
tt1931569,"$3,019,382 ","$555,166 ",,,,,,,,,,,,,,
tt1931602,,,,,,,,,,,,,,,,
tt1932718,"$1,059,239 ",,,,,,,,,,,,,,,
tt1934172,,,,,,,,,,,,,,,,
tt1934231,"$1,531,757 ",,,,,,,,,,,,,,,
tt1934260,,,,,,,,,,,,,,,,
tt1934269,"$500,000 ","$116,207 ",,,,,,,,,,,,,,
tt1934335,,,,,,,,,,,,,,,,
tt1935089,"$12,522 ",,,,,,,,,,,,,,,
tt1935156,"$646,512 ",,,,,,,,,,,,,,,
tt1935179,"$10,000,000 ","$21,590,086 ",,,,,,,,,,,,,,
tt1935277,,,,,,,,,,,,,,,,
tt1935302,,,,,,,,,,,,,,,,
tt1935742,,"EU2,200,000",,,,,,,,,,,,,,
tt1935859,"$110,000,000 ","$87,242,834 ",,,,,,,,,,,,,,
tt1935897,,,,,,,,,,,,,,,,
tt1935902,"$900,000 ","$6,643 ",,,,,,,,,,,,,,
tt1935940,,,,,,,,,,,,,,,,
tt1937092,,,,,,,,,,,,,,,,
tt1937133,"$5,923 ",,,,,,,,,,,,,,,
tt1937222,"$28,026 ",,,,,,,,,,,,,,,
tt1937269,"$5,328 ",,,,,,,,,,,,,,,
tt1937438,"$500,000 ",,,,,,,,,,,,,,,
tt1937449,"$379,791 ",,,,,,,,,,,,,,,
tt1937506,"$5,000,000 ",,,,,,,,,,,,,,,
tt1939654,,,,,,,,,,,,,,,,
tt1941541,"$275,000 ","$22,560 ",,,,,,,,,,,,,,
tt1942971,"$3,100 ",,,,,,,,,,,,,,,
tt1943014,"$1,200,000 ",,,,,,,,,,,,,,,
tt1943747,"$3,386 ",,,,,,,,,,,,,,,
tt1943873,"$27,210 ",,,,,,,,,,,,,,,
tt1945052,"$1,500,000 ",,,,,,,,,,,,,,,
tt1945062,"$2,500,000 ","$2,760 ",,,,,,,,,,,,,,
tt1945084,,,,,,,,,,,,,,,,
tt1945087,,,,,,,,,,,,,,,,
tt1945228,,,,,,,,,,,,,,,,
tt1946278,,,,,,,,,,,,,,,,
tt1946347,"$40,000,000 ",,,,,,,,,,,,,,,
tt1946502,,,,,,,,,,,,,,,,
tt1948150,"$345,125 ",,,,,,,,,,,,,,,
tt1949548,"$593,344 ",,,,,,,,,,,,,,,
tt1949605,,,,,,,,,,,,,,,,
tt1950135,,,,,,,,,,,,,,,,
tt1950264,,,,,,,,,,,,,,,,
tt1950274,,,,,,,,,,,,,,,,
tt1951095,"$37,949 ",,,,,,,,,,,,,,,
tt1951133,,,,,,,,,,,,,,,,
tt1951176,,,,,,,,,,,,,,,,
tt1951181,"$16,000,000 ","$2,013,456 ",,,,,,,,,,,,,,
tt1951216,"$21,252 ",,,,,,,,,,,,,,,
tt1951261,"$103,000,000 ","$112,200,072 ",,,,,,,,,,,,,,
tt1951264,"$130,000,000 ","$424,668,047 ",,,,,,,,,,,,,,
tt1951265,"$125,000,000 ","$337,135,885 ",,,,,,,,,,,,,,
tt1951266,"$160,000,000 ","$281,723,902 ",,,,,,,,,,,,,,
tt1954206,"$300,000,000 ",,,,,,,,,,,,,,,
tt1954315,,"EU3,100,000",,,,,,,,,,,,,,
tt1954352,"$13,000,000 ","$1,830,475 ",,,,,,,,,,,,,,
tt1954598,,,,,,,,,,,,,,,,
tt1956433,,,,,,,,,,,,,,,,
tt1956620,"$40,000,000 ","$38,543,473 ",,,,,,,,,,,,,,
tt1956655,,,,,,,,,,,,,,,,
tt1956697,"$202,581 ",,,,,,,,,,,,,,,
tt1957867,,,,,,,,,,,,,,,,
tt1957938,,"GBP1,000,000",,,,,,,,,,,,,,
